id	token	frequency
1198	বেড়েছে	19795
1199	মুখোমুখি	19788
1200	লিখিত	19771
1201	পাশের	19756
1202	গোলাম	19746
1203	করত	19728
1204	অপরাধ	19723
1205	সংক্রান্ত	19722
1206	পুনরায়	19713
1207	সাদা	19680
1208	হুমকি	19675
1209	মান	19672
1210	গুরুত্ব	19652
1211	অস্ট্রেলিয়ার	19649
1212	লিগ	19645
1213	নির্ধারণ	19636
1214	খাদ্য	19632
1215	মধ্যেই	19617
1216	সিরিজ	19615
1217	করপোরেশনের	19614
1218	বিশাল	19610
1219	ক্ষতিগ্রস্ত	19602
1220	যুদ্ধের	19594
1221	ব্যর্থ	19576
1222	সহযোগিতা	19573
1223	বিশিষ্ট	19566
1224	কোনও	19565
1225	বুঝতে	19533
1226	ব্যাখ্যা	19498
1227	পৌরসভার	19493
1228	উন্নত	19489
1229	নিযুক্ত	19482
1230	নেতৃত্ব	19466
1231	ইসলামী	19463
1232	কাপ	19457
1233	পদ্ধতি	19446
1234	পদ	19429
1235	মিলিয়ে	19390
1236	জনসংখ্যা	19376
1237	প্রশাসক	19373
1238	হঠাৎ	19327
1239	দিবস	19317
1240	কলেজে	19286
1241	ইউরোপীয়	19270
1242	ঋণ	19246
1243	সড়কে	19229
1244	ভাড়া	19221
1245	অনুরোধ	19214
1246	গভীর	19197
1247	কার্যালয়ের	19136
1248	ঐতিহাসিক	19126
1249	কালো	19106
1250	বলেছে	19083
1251	দিচ্ছে	19079
1252	নজরুল	19075
1253	পদক্ষেপ	19021
1254	যৌন	19015
1255	ব্যবহারের	19004
1256	ঈদের	18967
1257	গোয়েন্দা	18961
1258	মোবাইল	18929
1259	সংযুক্ত	18929
1260	বিজয়ী	18927
1261	সভাপতিত্বে	18912
1262	যাত্রী	18901
1263	চাকরি	18875
1264	বাণিজ্য	18873
1265	মন্দির	18842
1266	রাজনীতিবিদ	18835
1267	সেতু	18831
1268	পৃথক	18818
1269	একবার	18805
1270	বিক্ষোভ	18786
1271	দু	18772
1272	সহজ	18764
1273	নির্ধারিত	18750
1274	দোকান	18736
1275	প্রসঙ্গে	18728
1276	আক্তার	18709
1277	কম্পিউটার	18688
1278	শুরুতে	18655
1279	চিঠি	18651
1280	উদ্যোগে	18638
1281	দেড়	18624
1282	এবারের	18619
1283	গোলে	18599
1284	লাগে	18578
1285	সদস্যের	18574
1286	হত	18563
1287	করেই	18560
1288	বিয়ের	18559
1289	ক্ষতি	18558
1290	নেতাদের	18552
1291	দশকে	18544
1292	ইংল্যান্ড	18537
1293	মুক্তিযোদ্ধা	18535
1294	মিনিট	18532
1295	তেমন	18521
1296	দুপুর	18520
1297	খুলনা	18518
1298	হোসেনের	18518
1299	সম্ভাবনা	18514
1300	সিং	18512
1301	জবাবে	18505
1302	বোর্ডের	18500
1303	অনূর্ধ্ব	18498
1304	জীবনে	18456
1305	স্বাধীন	18442
1306	প্রতিযোগিতা	18441
1307	আসনে	18436
1308	কেন্দ্রের	18413
1309	চীন	18405
1310	ব্যক্তিরা	18404
1311	চোখে	18399
1312	সমাবেশ	18390
1313	এল	18385
1314	শাখার	18327
1315	পরীক্ষায়	18283
1316	পার	18280
1317	ব্যয়	18235
1318	ইনস্টিটিউট	18192
1319	সম্পদ	18171
1320	অব্যাহত	18131
1321	চন্দ্র	18128
1322	নং	18091
1323	বরাদ্দ	18088
1324	অধিকাংশ	18083
1325	করলেও	18064
1326	করুন	18061
1327	টিভি	18053
1328	দলকে	18053
1329	সমাধান	18048
1330	ফরাসি	18045
1331	তেল	18036
1332	সমালোচনা	18019
1333	তোলা	18009
1334	স্নাতক	18005
1335	প্রকৌশলী	17990
1336	বিতরণ	17988
1337	কলকাতা	17983
1338	শ্রেণীর	17958
1339	প্রতিযোগিতায়	17931
1340	খোলা	17885
1341	রাস্তা	17883
1342	শ্রেষ্ঠ	17877
1343	পাকিস্তানি	17875
1344	করেননি	17850
1345	যথেষ্ট	17839
1346	দাঁড়িয়ে	17824
1347	পছন্দ	17796
1348	গিয়েছিল	17789
1349	লক্ষ্যে	17781
1350	অংশে	17777
1351	কিছুই	17764
1352	ওরফে	17756
1353	এগুলো	17729
1354	মানুষকে	17721
1355	ন্যাশনাল	17719
1356	গুরুতর	17707
1357	ভূমি	17707
1358	সেখান	17696
1359	নুরুল	17645
1360	খানের	17638
1361	এনে	17622
1362	কেজি	17598
1363	বেতন	17578
1364	হাজির	17577
1365	সম্প্রদায়ের	17550
1366	তিনজন	17547
1367	পুত্র	17546
1368	রাখে	17539
1369	জয়ের	17521
1370	সংযোগ	17495
1371	পড়তে	17462
1372	আওতায়	17455
1373	বাংলাদেশি	17417
1374	এসআই	17416
1375	সহসভাপতি	17401
1376	গাছ	17379
1377	নিষিদ্ধ	17367
1378	সহযোগী	17366
1379	আঘাত	17349
1380	সম্ভবত	17347
1381	রূপ	17313
1382	প্রতিষ্ঠাতা	17306
1383	ধর্ম	17303
1384	বলেই	17285
1385	ইংল্যান্ডের	17281
1386	গ	17280
1387	ঘর	17275
1388	বিন	17238
1389	জোর	17234
1390	ইন	17224
1391	বার	17211
1392	দারুণ	17191
1393	নির্যাতন	17182
1394	লড়াই	17179
1395	জার্মান	17173
1396	স্কুলে	17171
1397	বিকল্প	17166
1398	রচনা	17130
1399	বিশ্বকাপে	17127
1400	সবাইকে	17111
1401	স্বপ্ন	17110
1402	বেশিরভাগ	17109
1403	প্রতিবাদ	17100
1404	কাউকে	17086
1405	যেহেতু	17075
1406	দেখার	17061
1407	ফর	17041
1408	দুর্নীতি	17039
1409	খাতে	17029
1410	সরিয়ে	17028
1411	পৃথিবীর	16981
1412	জঙ্গি	16976
1413	উইকেটে	16971
1414	অবরোধ	16942
1415	কর্মকর্তাদের	16932
1416	মুঠোফোনে	16895
1417	করিম	16889
1418	আনন্দ	16861
1419	চাল	16853
1420	বসবাস	16849
1421	চালানো	16845
1422	উপাচার্য	16839
1423	প্রশাসনের	16827
1424	ইউএনও	16824
1425	অফিস	16787
1426	রংপুর	16772
1427	শে	16763
1428	কোম্পানির	16745
1429	মাঠ	16732
1430	আটকে	16707
1431	দীর্ঘদিন	16688
1432	একপর্যায়ে	16683
1433	পাবেন	16671
1434	জারি	16664
1435	ইতিমধ্যে	16652
1436	মিছিল	16650
1437	উপদেষ্টা	16642
1438	পঞ্চম	16614
1439	বদলে	16612
1440	অভিজ্ঞতা	16574
1441	দেখানো	16540
1442	প্রস্তুত	16530
1443	মিলনায়তনে	16511
1444	যুদ্ধে	16506
1445	খেলে	16487
1446	মহাসচিব	16463
1447	একসঙ্গে	16437
1448	এছাড়া	16420
1449	অস্বীকার	16398
1450	দেবেন	16377
1451	বিল	16356
1452	অবদান	16338
1453	যত	16313
1454	পরিষ্কার	16305
1455	জনকে	16295
1456	আহ্বায়ক	16288
1457	প্রাকৃতিক	16284
1458	রাস্তায়	16280
1459	দাস	16272
1460	আসবে	16261
1461	ফিরিয়ে	16259
1462	এশিয়া	16241
1463	জরিমানা	16229
1464	সংগীত	16221
1465	যাত্রা	16198
1466	ছয়টি	16197
1467	বিশ্বকাপের	16187
1468	সিরিজের	16178
1469	সমান	16176
1470	আইনে	16166
1471	কংগ্রেস	16139
1472	কর্তৃপক্ষের	16131
1473	কোথাও	16121
1474	বোলিং	16106
1475	করেনি	16098
1476	শিক্ষার	16091
1477	সি	16088
1478	চোখ	16078
1479	নষ্ট	16065
1480	প্রাক্তন	16059
1481	আনতে	16056
1482	মিলে	16049
1483	যাচ্ছেন	16049
1484	পড়ার	16034
1485	আরবি	16028
1486	মন	16015
1487	সমস্যার	16003
1488	বিপরীতে	15999
1489	স্বীকৃতি	15989
1490	জি	15982
1491	অপর	15950
1492	বেরিয়ে	15947
1493	সক্রিয়	15940
1494	বার্তা	15934
1495	সংস্কার	15920
1496	উপস্থাপন	15911
1497	কোথায়	15859
1498	অধিদপ্তরের	15835
1499	প্রচলিত	15826
1500	নীতি	15823
1501	বিনিয়োগ	15819
1502	রাজনীতি	15818
1503	মানে	15817
1504	প্রচুর	15815
1505	হামলায়	15812
1506	ফাইনালে	15729
1507	পরিবর্তে	15714
1508	নূর	15699
1509	রাজি	15698
1510	সংস্কৃতি	15688
1511	কর্মকর্তার	15675
1512	যুক্তরাষ্ট্রে	15672
1513	উদ্দেশ্যে	15659
1514	দশকের	15646
1515	ভাইস	15641
1516	বন	15632
1517	বৃহত্তম	15627
1518	মুক্ত	15618
1519	বিদ্যালয়ে	15612
1520	সপ্তাহে	15579
1521	দায়ী	15578
1522	ঘরের	15566
1523	শারীরিক	15516
1524	তুমি	15514
1525	এসেছেন	15508
1526	ক্রিকেটার	15506
1527	পড়া	15504
1528	প্রতিনিধিত্ব	15500
1529	ফলাফল	15490
1530	বিজয়	15490
1531	উদ্দেশ্য	15485
1532	স্বতন্ত্র	15483
1533	রাখেন	15479
1534	মানসিক	15474
1535	পাবে	15450
1536	মনোনীত	15406
1537	আমির	15404
1538	রপ্তানি	15403
1539	একাডেমি	15400
1540	বাঙালি	15384
1541	সাহিত্য	15384
1542	মানববন্ধন	15383
1543	চিত্র	15373
1544	তারিখ	15369
1545	সবুজ	15369
1546	কিছুদিন	15363
1547	প্রশাসনিক	15361
1548	কারণেই	15357
1549	দিয়েছিল	15338
1550	আদায়	15332
1551	পিতা	15326
1552	বার্ষিক	15326
1553	দলটি	15283
1554	মাদক	15281
1555	ওভারে	15278
1556	এটিকে	15275
1557	ধারণ	15267
1558	শিশুর	15251
1559	বাস্তবায়ন	15246
1560	বোমা	15221
1561	এরই	15220
1562	যেটি	15219
1563	আনোয়ার	15209
1564	সত্ত্বেও	15202
1565	আফ্রিকার	15198
1566	সমাজের	15192
1567	কৃষক	15188
1568	প্রতীক	15176
1569	বিদ্যমান	15171
1570	জোট	15160
1571	ভয়	15157
1572	সেনাবাহিনীর	15153
1573	আইনশৃঙ্খলা	15150
1574	স্থগিত	15149
1575	বৃষ্টি	15145
1576	প্রথমবারের	15121
1577	বন্দর	15107
1578	বিষয়ক	15090
1579	বিধানসভা	15081
1580	ফেসবুক	15074
1581	পড়াশোনা	15063
1582	গ্রুপের	15058
1583	তীব্র	15058
1584	জানালেন	15043
1585	ফেরত	15025
1586	উৎস	15022
1587	ধ্বংস	15016
1588	শান্তি	15012
1589	সুলতান	15012
1590	কাউন্সিলর	14996
1591	নির্ভর	14976
1592	আলোচনায়	14974
1593	মাদ্রাসা	14972
1594	মৃত	14968
1595	রঙের	14939
1596	অপেক্ষা	14930
1597	স্কুলের	14924
1598	সমিতি	14922
1599	বাংলার	14918
1600	বাদী	14907
1601	অভ্যন্তরীণ	14903
1602	মূল্য	14898
1603	সপ্তাহ	14893
1604	বারবার	14878
1605	লাইন	14851
1606	মাথা	14840
